"OrderingID","Concept","NVB-Abar-7","ECL-Abar-8","NMA-Abar-1","NAC-Abar-2","NEM-Ajumbu-9","KDC-Ajumbu-10","NVI-Ajumbu-1","KMN-Ajumbu-2","ENB-BIYA-1","ICN-BIYA-2","NNB-Buu-3","MNJ-Buu-4","KEM-Buu-1","KCY-Buu-2","KHK-FANG-12","DPN-FANG-13","KDV-Fang-1","KJS-Fang-2","JGY-Koshin-3","TEL-Koshin-4","DPJ-Koshin-1","MRY-Koshin-2","KCS-Kung-3","NJS-Kung-4","ZKG-Kung-1","BNM-Kung-2","KFK-Mashi-1","BKB-Mashi-2","ABS-Missong-1","AGA-Missong-2","APB-Mumfu-1","DNM-Mumfu-2","NMN-Mundabli-3","CEN-Mundabli-2","LFN-Mundabli-1","NIN-Mundabli-4","NGT-Munken-3","NUN-Munken-4","NEA-Munken-1","TNT-Munken-2","MCA-Ngun-3","KBM-Ngun-4","WCA-Ngun-1","AOM-Ngun-2"
"11","white man",NULL,NULL,"ʊ̀nʊ̀gbwɪ̀tʃí / bwɪ́nâgbwɪ́tʃí","ʊ̀nʊ̀gbwɪ̀ːtʃí / bə̀nâːgbwɪ́ːtʃí ~ ʊ̀nʊ̀gbwɪ̀hɪ̀tʃí / bə̀nâːgbwɪ́hítʃí",NULL,NULL,"ŋʊ̀byə̌ŋ / ànɪ́ábyə̂ŋ","ŋʊ̀byə̌ŋ / ádúábyə̂ŋ~áníábyə̂ŋ",NULL,NULL,NULL,NULL,"mgbɪ̀byə̀sə́ / mbɪ́ːlə́bə́byə́sə̄","mgbɪ̀byèsə́ / mbɪ̀ːlə̀bə́byésə̄",NULL,NULL,"ŋmə̀kə̀gàːsâŋ / ŋmɪ̂mbə́gàsâŋ","ŋmə̀kə́gàːsâŋ / ŋmɪ́mbə́gàːsâŋ",NULL,NULL,"múò / ø","ø / ø",NULL,NULL,"wùbáŋáò / ɣyə̂báŋáɣə́","wʊ́ə́báŋʊ̀ / ɣɨ᷇ːbáŋə̄","nɪ̀sāː~nàsá / bʊ̀nɪ̀sá~bʊ̀nìsā~nàsárà","mʊ̀wʊ́nàsá / bʊ́níbʊ́nàsá","nàsálə̄ / bànàsálə̄","ø / ø","mànàsɛ́~nàsɛ́ː / mbɛ̂nàsɛ̄~nàsɛ̀bə́","nɛ̀sɛ́~màwɛ́ / mbɛ̂nɛ̀sɛ́~mbɛ̄bə̀wɛ̄bɛ́",NULL,NULL,"mòbə̀nɛ̀sɛ́ / mbɛ̂bə̀nɛ̀sɛ̌","mónàsɛ́ː / mbɛ́nàsɛ́ː",NULL,NULL,"ʊ̀nɛ̀bwɪ̀nsə́~ / bə́nɛ̂ːbwɪ̃́hə̃́~ ","ʊ̀nʊ̀bwɪ̀nsə́ / bə̀nɛ̂bə̀bwɪ́nsə́~",NULL,NULL,"ɪ̀nòbwɪ̀hɪ̀tə́ / bə́no᷇ːbə́bwɪ́hɪ́tə́","ʊ̀nobwèhètʊ́ / bɛ́no᷇bɛ̀bwɛ́hɪ́tʊ́"
"12","black man",NULL,NULL,"ʊ̀nʊ̀dʊ̀ŋó / bwɪ́nâdʊ́ŋó","ʊ̀nòdʊ́ŋó / bə́nâːdʊ́ŋó",NULL,NULL,"ø / ø","ŋʊ̀ʒìlə́ / ànɪ́āʒìlə́",NULL,NULL,NULL,NULL,"mgbɪ̀yə̀nnə́nə́ / mbɪ́ːlə́bə́yə́nnə́nə́","mgbɪ̀ːyə́nnə́nə́ / mbɪ̀ːlə̀bə̀yə̀nnə̀nə̀",NULL,NULL,"ŋmə̀kə̀yə́lə́ / ŋmɪ̂mbə́yə́lə́","ŋmə̀kə́yə́nnə́ / ŋmɪ̂mbīyə́nnə́",NULL,NULL,"mbī / ø","ø / ø",NULL,NULL,"wùlə̀ŋə́wə̀ / ɣyə̂lə́ŋə́ɣə́","wʊ̀ə̀lə́ŋə̀ / ɣɨ᷇ːlə́ŋə́","mwɪ̀dzɪ̀twə̄ / bʊ́nìbʊ́dzɪ́tbó","mwɪ̀dzɪ̀twə̄ / bʊ́nìbʊ́dzɪ́tbó","nóːtsə́nsə́ / bànɛ̂bàtsə̀nsə́","nòːtsə̀nsə́ / bánɛ̂bàtsə̀nsə́","màyəl / mbɛ̀yə̄l~mbɛ̀bə̄yəl","yə́l~màyə́l~màyɪ́l / mbɛ̂yə́l~mbɛ́yɪ́l",NULL,NULL,"mòyə̌l / mbɛ̂bə́yə́l","mōyə́lə̄ / mbɛ̀ːbə̀yə́lə̄bó",NULL,NULL,"ø / ø ","ʊ̀nɛ̀ʊ̀dàŋə́ / bə̀nɛ̂bə̀dàŋə́",NULL,NULL,"ɪ̀nǒɪ̀dʊ̀ŋʊ́ / bə̄nôbə̀dʊ̀ŋʊ́","ʊ̀nòdʊ́ŋʊ́ / bɛ̀no᷇bɛ̀dʊ̀ŋʊ́"
"13","twin",NULL,NULL,"byâŋmáŋhṍ / byâŋmáŋátʃí","mə́ŋhṍ / bə̀mə́ŋhṍ",NULL,NULL,"àmáŋkə́ / ə́bə̀máŋkə́~bə̀máŋkə́","máŋkə́ / ámáŋkə́",NULL,NULL,NULL,NULL,"máŋsə́ / ɲyóbə̀máŋsə́ ","ø / ø",NULL,NULL,"sáŋfə́ ~ sáŋfə̀","sáŋfə́ ~ sáŋfə̀",NULL,NULL,"tsáː / ø","ø / ø",NULL,NULL,"tsáʔ / ḿtsáʔ","tsáʔ / sə́tsáʔ","ŋwə́wɪ́mbámtʊ́~mbámtʊ́/ bìnbʊ́mbámtʊ́","mbāmtʊ́ / mbámtʊ́","fìmáŋ / ámáŋhə̃́ ~","ámáŋhə̃́ / ámáŋhə̃́mú","ǹtə̀mbə̀ntā / ǹtə̀mbə̀ntàbə́","mbá / ɲɔ̀ʔbə̀mbá",NULL,NULL,"ǹtàmàmbɛ́ː / ɲɔ́mmbòmbɛ́ː","bə́fyè ~bə̀mbɛ́ / bəmbɛ́ ~bə̀mbɛ́ː",NULL,NULL,"ø / bə̀mə́ŋhə́","ʊ̀mə́ŋsə́ / bə̀mə́ŋsə́",NULL,NULL,"bə̀máŋ / bə̀mə̀máŋhɨ́ ~ bɛ̀máŋhɨ̃́","mùmáŋhɨ̃́ ~mʊ̀máŋhʊ́ / bɛ̀mùmáŋhɨ̃́ ~bɛ̀mə̀màŋhá"
"14","uncle",NULL,NULL,NULL,NULL,NULL,NULL,"ŋʊ̀ɲyə́ / àŋʊ̀ɲyə́","ŋwòná / àŋwòná (your uncle) ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"tʃěkpó / bʊ̀","bə̀bə́kpó / bʊ̀bə̀bə́kó","kə́ŋɲí / bàkə́ŋɲī","kə᷇ːŋɲí / bàkə́ːŋɲíwú","tə᷇ːŋ / bə̀tə̂ŋbə̌","ø",NULL,NULL,"tə᷇ːŋnɛ̄ / ø","tə̂ŋnɛ̌ / bə̀tə̂ŋnɛ̌",NULL,NULL,"wɛ́ɲína᷇ː / bə̀wêɲína᷇ː","wènɲínǎː / bɛ̀wènɲínǎː~bə̀wénɲínāː",NULL,NULL,"ɪ̀kɔ᷇ː / ɪ́kɔ́ː ~ tyēna᷇ː / bə̀tyéna᷇ː","áɲíɲí / bɛ̌ɲí"
"15","husband",NULL,NULL,"nám / bwɪ̀nám","nám / bə́ɲím",NULL,NULL,"ŋwǎm/ àŋwǎm ~","ŋwǎm/ ànə́m~àŋwǎm",NULL,NULL,NULL,NULL,"ɲʊ́m / bə̀ɲʊ́m","ɲʊ́m / bə̀ɲʊ́m",NULL,NULL,"lʊ́m / bə̀lʊ́m ","ø / ø",NULL,NULL,"kə̀ŋgɣə̌ː / ø","ɲʊ̄m / ø",NULL,NULL,"nóm / sə̀nóm","nóm / sə́nóm","ɲòmnɪ́ / bʊ́nómnɪ̄","ɲòmnɪ́ / bʊ́nómnɪ̄","núā / bànúā","no᷇áwú / bànóāwú","mànú~ɲɔ᷇ːm / mànú~ɲo᷇ːmbə́","ɲɔ́ʔm / ɲɔ́ʔmbɛ́",NULL,NULL,"ɲwám / ɲômbǒ","ɲònó ~ɲɔ̂ʔm / nóːbó ~ɲôm",NULL,NULL,"nám / bə́nám","nǎːm / bɪ̀náːm~bə̀nǎːm",NULL,NULL,"nǎːm ~ nám / bə̀nàːmə́","nǎːm / bɛ́nǎːm ~bɛ̀nám"
"16","friend","bî~bîmô / bʷɪ̀bî~àbìmóbʷɪ̀","ʊ̀kʷèː / bʷɪ̀kʷè","bî / bwɪ̀bî","ʊ̀kwè / bə̀kwè","ǹ̩sànə́ / ásěː~ǹ̩sànə́","ǹ̩sânə́ / ásé","ǹsánə́ / ànsànə́~àsè ","ǹsáːnə́ / ànsánə́","bí / bàbí~bə̀bí","bʲê / bə̀bʲê","ǹsʊ́n / bə̀nsʊ́n","ǹsʊ́ːn / bə̀nsʊ́ːn","ǹsʊ́ːn / bə̀nsʊ́ːn","ǹsʊ́n / bə́nsʊ́ːn","sʊ̄n / bə̀nsʊ́n","sʊ̄n / bə̀nsʊ́n","sʊ̄n / bə̀nsʊ̄n","sʊ̄n / sʊ́n ~","ńséɲ / ǹséɲ ~ ńséɲ","ǹsɪ̄ɲ / ńsɪ́ɲ","kə́fúm / ø","nsɪ́ɲ / ø","sø̄ʲ ~ wʊ̀òsòɲ / sóʲ","sóʲ / ə̄sóʲ","sǿɪ́ / sə̀sǿɪ́","sóɪ́ / ə́sóɪ́","ǹsʊ́ / ǹsʊ́ŋ","ǹsʊ́ / ǹsʊ́","ìtsʊ̈̌ / kítsʊ̂lə̀","ɪ̀tsʊ̌ / átsʊ́wú~kɪ́tsʊ́lə́","ńsʊ́ŋ / ńswéːn","n̄sʊ̄ŋ / n̄sōn","n̄sʊ̄ŋ / ǹsʊ̄ɪ̄ɲ","ńsʊ́ːŋ / ńsǿé","n̄sʊ̄ŋ / n̄swén","n̄sʊ̄ŋ / n̄sòènyɛ́n","bʲâ / bə̀bʲá","àtsò / bàtsò",NULL,NULL,"bī~bîː / bɛ̀bí","ʊ̀kɥɪ̀ / bə̀kɥɪ̀","bìː / bèbîː","ʊ̀kwɪ̀ / bɛ́kwɪ᷇ː"
"17","friend (female)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ʊ̀kwɛ̀ / bə̀kwɛ̀","ø / ø",NULL,NULL,NULL,NULL
"18","friend (male)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ábyê / bə́byé","àtsɔ̀ / bèàtsɔ̀",NULL,NULL,NULL,NULL
"19","family",NULL,NULL,"ɪ̀tù / kɪ́túlō","ɪ̀tù / kɪ̀túlō",NULL,NULL,"nʊ̀vwò / ánʊ́ːvwò","nʊ̂ːvwò / ø",NULL,NULL,NULL,NULL,"tù / kə́tútə́","tù / kə́túːtə̄",NULL,NULL,"tʃwə̀nə̀yū / tʃwə̀nə̀yú","tʃwə̀nə̀yū / tʃwə̀nə̀yú",NULL,NULL,"fʲə̀ɣ   /  fʲə̂ɣ","twȭːmgbyâ /  fʲə̂ɣ",NULL,NULL,"kə̀ndɛ᷇ː / sə̀ndɛ᷇ː","sásɪ́ndéɪ́ / sásə́ndɛ̌ː","kxə̀ / kák","tém / bʊ̀tém","ìtʃù / kítʃúlə̄","ɪ̀tsù / átʃúwú ~ kɪ́tʃúlə̄","tʃʊ̀ / tsʊ̀~tʃʊ̀yə́","ø",NULL,NULL,"ŋgwòː / ŋgwòːbó","ŋgwòː / ŋgwòwɛ́n",NULL,NULL,"ɪ̀tù / kɪ́túlə̄"," ɪ̀tʊ̀ ~ ìtù / kìtúlə̄ ~kìtúlə́",NULL,NULL,"ɪ̀tù / kə́túló ~ kə́túró","ɪ̀tù~tsʊ̀ / kə́tsʊ́ū~ kə́tûː"
"20","crowd, group",NULL,NULL,"ø / ø","ìdzʊ̀ / ø",NULL,NULL,"kə̀nɔ̂ɲ / ə̀kə̀nɔ̂ɲ","kə̀nôɲ~ŋʊ̀ / bə̀nôɲ~ánɪ̂",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"kə́sân","kə́sân",NULL,NULL,NULL,NULL,NULL,NULL,"ə̀ɣyə́ / sə̄ɣyə́","kə́tə́m / ʊ́tə́m","mbwómnə́~ àndʒə́kə́ / bʊ̀mbwómnə́~ bìndʒə́kə́","mbwómnə́ / bʊ̀mbwómnə́","àdù ~ ǹndùnə̀ / bàdúlə́","ʊ̀dùlə́ / bàdúlə́","ŋkɪ̀ŋ~ŋkyə̀ŋ / ŋkyɪ̀ŋ~ŋkyə̂ŋbə̌","bə̄yáʔm / ø",NULL,NULL,"dzʊ̀ŋ / dzʊ̀ŋyə́","tʃə́ŋ / bətʃə̄ŋ",NULL,NULL,"ø / ø ","ʊ̀gyɔ́ŋ / kìgyɔ́ŋə́",NULL,NULL,"ɪ̀kàŋə̀tə́/bə́kâŋsə̀ ~ìkàŋə́/ kə̀kàŋə́tə́","ɪ̀zʊ̀ / kə́zʊ́ū (kə́dzʊ́ʊ̄) ~kəzʊ̂ː"
"21","chief","ŋkʊ́ŋ / ŋkʊ́ŋbʷɪ̂","ŋkʊ́ŋ / ŋkʊ́ŋbʷɪ̂","ŋkʊ́ŋ / bwɪ̀ŋkʊ́ŋ","ŋkʊ́ŋ / bə̀ŋkʊ́ŋ","ŋ̀kʊ́~ŋ̀kʷʊ́ò/àŋkʷʊ́bə̄~àŋkʊ́~àŋkú","ŋ̀kʊ́~ŋ̀kú /àŋkʊ́~àŋkú","ŋkʊ́ / bə̀ŋkʊ́~ŋkʊ́ / àŋkʊ́","ŋkʷú / kə̀ŋkúlə́~bə̀ŋkúlə́~àŋkʷú","ŋkʊ́ŋ / bə̀ŋkʊ́ŋ","ŋkʊ́ŋ / bə̀ŋkʊ́ŋ","ŋ̀kə́ŋ / bə̀ŋkə́ŋ","ŋ̀kə́ŋ / bə̀ŋkə́ŋ","ŋ̀kə́ŋ / bə̀ŋkə́ŋ","ŋkə́ŋə̀ / bə̀ŋkə́ŋ","ŋkʊ́ŋ / bə̀ŋkʊ́ŋ","ŋkʊ́ŋ / bə̀ŋkʊ́ŋ","ŋkʊ́ŋ / bə̀ŋkʊ́ŋ","ŋkʊ́ŋ / bə̀ŋkʊ́ŋ","fèɲ / tə́fêɲ","fə̀ɲ / tə̀fə̂ɲ","ø /  tófə̂n","fɛ̀ɲ /  tófə̂n","fɔ̀ʲ / sə̀fɔ̂ʲ","fɔ̀ɪ̀ / fɔ̂ɪ̀sə̀ ~ sə̀fɔ́ɪ̀","fɔ̀ɪ̀ / sə̀fɔ́ɪ̀","fɔ̀ɪ̀ / sə́fɔ̀ɪ̀","kʊ̌ːŋ / bʊ̀ŋkʊ̌ːŋ","kʊ̌ːŋ / bʊ̀ŋkʊ̌ːŋ","ŋ̀kʊ́ŋ / bàŋkʊ́ŋ","ŋ̀kʊ́ŋ / bàŋkʊ́ŋbʊ̄","ŋkʊ̌ŋ / ŋkʊ̌ŋbə́ ~ŋkʊ́ŋ / ŋkʊ̄ŋ","ŋ̀kʊ̌ŋ / bə̀ŋkʊ̄ŋbə́","ŋkʊ̌ŋ / bòŋkʊ̌ŋ","ŋ̀kʊ̌ːŋ / bòŋkʊ̌ŋ","ŋ̀kʊ̌ŋ / ŋkʊ̄ŋbó","ŋkʊ̌ŋ / ŋkʊ̄ŋbɛ̄n ~bòŋkʊ̄ŋ","ŋkʊ́ŋ / ŋ̀kʊ́ŋsə́","ŋ̀kʊ́ŋ / bə̀ŋkʊ́ŋ","ŋkʊ́ŋ / bə̀ŋkʊ́ŋ","ŋkʊ̂ŋ ~ ŋkʊ́ŋ / bə̀ŋkʊ́ŋ ~bɪ̀ŋkʊ́ŋ","ŋkʊ́ŋ / bɛ̀ŋkʊ́ŋ","ŋkʊ́ŋ / bɛ̀ŋkʊ́ŋ","ŋkʊ́ŋ / bə̀ŋkʊ́ŋ","ŋ̀kʊ́ŋ / bɛ̀ŋkʊ́ŋ"
"22","sub chief",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ŋkʊ́ŋwɪ́ásê / bʊ̀ŋkʊ́ŋbwɪ́sê","ŋkʊ́ŋwásə̂ / bʊ̀ŋkʊ̌ŋbásə̂ ~ bʊ̀ŋkʊ̌ŋbʊ́bísə̂","ŋgɛ̌ː / bàŋgɛ́ː","ŋgɛ̌ː ~ ŋgɛ́ː / bàŋgɛ́ː","ŋkʊ̀ŋkɔ́l / ŋkʊ̀ŋkɔ́l~bə̀ŋkʊ̀ŋkɔ́l","ø",NULL,NULL,"ŋkʊ̄ŋkwé / ŋkʊ̀ŋkwébō","ŋkʊ̀ŋkwé / ŋkʊ̀ŋkwékō",NULL,NULL,NULL,NULL,NULL,NULL,"ŋgɣɪ́hɪ́ / bə̀ŋgɣɪ́hɪ́","ŋgɛ́hɛ́ / bɛ̀ŋgɛ́hɛ́"
"23","quarter head",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ŋgə̀hə̀ / bə̀ŋgə̀hə̀ ","ŋgàsə̀ / bə̀ŋgə̀sə̀~bə̀nŋgə̀sə̀",NULL,NULL,NULL,NULL
"24","elder (birth)",NULL,NULL,"ʊ̀nʊ̀téà / ánátā","ʊ̀nòtǎː / bə́nâtǎː",NULL,NULL,"ʊ̀kxyàlə́ / ànìàkxyàlə́","ŋʊ̀kyàːlə́ / ànìàkyàlə́",NULL,NULL,NULL,NULL,"mgbɪ̀tyə̀lə́ / mbɪ̀ːlə̀bə̀tyə̌ːlə́","mgbɪ̀tyéːlə́ / mbɪ́ːlə́bə̀tyěːlə̄",NULL,NULL,"ŋmə̀tɛ̌ / ŋmɪ̂mbə́tɛ᷇","tʃìndá / bə̀tʃìndá",NULL,NULL,"mʷə̀ntʲɨ́ɣ  /  bə́nîbə̄tɨ́ɣ","ø /  bə́nîbə̄tɨ́ɣ",NULL,NULL,"tʃə́ʔ / sə̀tʃə́ʔ","ø / ø","mwɪ̀ntə̌ɣ / bʊ̀ntə̌ɣbó","mwɪ̀ntə̌ː / bʊ̀nɪ̀bʊntə̌ːbó","nùːtáːlə́ / bánɛ̂ːbàtàːlə́","ʊ̀tàːlə́ / bàtàlə́","ŋgá / ŋgābə́","tɔ́ʔɔ́ / ø",NULL,NULL,"mòtœ̄ / mbɛ̄bə̄tœ̄ːbó","mòtœ̄ ~tœ̄ / tœ̄bó",NULL,NULL,"ʊ̀nɛ̀ʊ̀tàːlə́ / bə̀nɛ̂ːbə́táːlə́ ","ʊ̀tàlə́ ~ʊ̀nòʊ̀tàlə́ / bə̀tàlə́ ~ bə̀tàlə́",NULL,NULL,"ɪ̀nòɪ̀tǎː/bə̀no᷇ːbə̀tālə́ ~ bə́no᷇ːbə̀tǎː","ʊ̀tàː ~ìtɛ́ / bìtɛ̂"
"25","aged person",NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","ŋʊ̀tʃɪ̀lə́ / ànìàtʃìlə́",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ʊ́dʒʊ́n ~ ndʒʊ̀ / bʊ́nìbʊ́dʒʊ́n ~ bʊ́nɪ́bʊ́dʒʊ̂","mʊ̀wʊ́dʒʊ́n / bʊ́nɪ́bʊ́dʒʊ́n","nòʊ̀kʷù / bànɛ̂bàkʷùːlə́","nōːʊ̀kûː / bànɛ̂bàkùːlə́","màtɔ́ʔ~tyèkɔ́l / mbɛ̀bə̀tɔ́ʔ","màkʊ́ / mbɛ́bʊ̀kʊ́",NULL,NULL,"ŋgə̄ / ŋgə̄mbɛ̂","mòkʊ̌ / mbɛ̀ːbòkʊ́bó",NULL,NULL,"ø / ø ","ʊ̀nɛ̀ʊ̀tàːlə́ ~ʊ̀nɛ̀ʊ̀də̀nnə́ / bə̀nɛ̂bə̀tàːlə́ ~ bə̀nɛ̂bə̀də́nnə́",NULL,NULL,"ɪ̀nòːɪ̀də̀nnə́ ~ʊ̀nòʊ̀də̀nə́ / bə̀nôbə́də́nnə́ ~ bə́nôbə́də́nnə́","ɪ́dɛ́n / bɛ̀dɛ́nə́ ~bídɛ́n"
"26","elder (cultural initiation rites)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ø / ø","tʃə́ʔ / ø",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"27","thief",NULL,NULL,"ɪ̀dʒyá / ánâdʒyá","ɪ̀dʒyǎ / bə̀dʒyáː",NULL,NULL,"bə̀ʒí / ànìábə̀ʒí~ə́ŋʊ̀bə̀ʒí","ŋʊ̀bə́ʒǐ / ànìábə̀ʒǐ",NULL,NULL,NULL,NULL,"mgbɪ̀gàlə́ / mbɪ̀ːlə̀bə̀gǎːlə́","gàːlə́~mgbɪ̀gàːlə́ / mbɪ̀ːlə̀bə̀gǎːlə́",NULL,NULL,"ŋmə̀túlə̀ / ŋmɪ̂mbə̀túlə̀","ŋmə̀tûlə̀ / ŋmɪ̀mbìtûlə̀",NULL,NULL,"kéʊ́dênə́ / ø","ø / ø",NULL,NULL,"wùə̀tsɔ̀ŋɔ̀wə̀ /ɣyə̂tsɔ́ŋō","wùtsɔ́ŋʊ̀ / ɣɨ̂ːtsɔ́ŋɔ̄","ŋkʊ̌ŋ / bʊ̀ŋkʊ̌ŋbó","ŋkʊ̌ŋ / bʊ̀ŋkʊ̌ŋ","àdʒìː~kídʒílə́ / bìdʒílə́","ʊ̀dʒìːlə́ / bàdʒîːlə́","gyɛ̌ʔ / gyɛ̌ʔbə́","gyɛ̀ʔ / màgyɛ̌ʔɛ́~mbɛ́gyɛ́ʔɛ̀",NULL,NULL,"gyá / mbɛ̀gyàbó","gyā / gyābɛ́n",NULL,NULL,"ɪ̀dʒǎː / bídʒáːlə́","ɪ̀dʒǎː ~ ʊ̀dʒàːlə́ / bìdʒáːlə́~ bə̀dʒáːlə́",NULL,NULL,"ʊ̀dʒàlə́/bə̀no᷇ːbə́dʒáːlə́","dʒyá / ɪdʒyá"
"28","slave",NULL,NULL,"mfà / gbwɪ̀mfà","mfà / bə̀mfà",NULL,NULL,"fwàkə̀ŋʊ́nə̀sə̄ / àfwâʔàŋʊ́nə́sə̄","ŋʊ̀ːmfà~mfàː / áníámfàː~àmfàː ",NULL,NULL,NULL,NULL,"mfàː / mfâː","mfà / mbɪ̀lə̀bə̀mfà",NULL,NULL,"mfɑ̀h / mfɑ́h","ø / ø",NULL,NULL,"bʷâm  /  mfɒ̂","mfɒ̀ /  mfɒ̂",NULL,NULL,"kə́kɔ̂s / ʊ́kɔ̂s","kə́kɔ̂s / úkɔ̂s","m̀fwə̄ / bʊ̀mfwə́","m̀fwə̀ɣ / mfwə́ɣ","m̀fìː / bàmfìː","ø / ø","mfàː / mfâːbə̌","ø",NULL,NULL,"m̀fò / ḿfô","m̀fòː ~m̀fɔ̀ː / m̀fòːyɛ́n ~m̀fɔ̀ː",NULL,NULL,"mfà / bə̀mfà","m̀fà / bìmfà ~ bìnmfà",NULL,NULL,"nɪ́ŋgà / bə̀nɪ́ŋgà","m̀fàː / bɛ̀mfàː"
"29","wicked man",NULL,NULL,"ʊ̀nʊ̀bá / ána᷇ːbá","ʊ̀nòbáː / bə́na᷇ːbáː",NULL,NULL,"tsə́bèːlə̄ŋʊ̀dzʊ̀ŋ /  ə̀kə̀tsə́bèːlə̄ŋʊ̀dzʊ̀ŋ","ŋʊ̀tsə́bèːlə́ / ànìátsə́bɪ̀ːlə́",NULL,NULL,NULL,NULL,"mgbɪ̀bɪ̀tə́ / mbɪ̂ːlə́bə́bɪ̌ːtə̄  ","mgbɪ̀bɪ̀ːtə́ / mgbɪ̀ʃìmbɪ̀ːtə́",NULL,NULL,NULL,NULL,NULL,NULL,"dʒú / ø","ø / ø",NULL,NULL,"wúbɪ̂ːwə̄ / ɣə̂bɪ᷇ːɣə́","wʊ̀bɪ́ʊ̀ / ɣɨ᷇ːbɪ́yə́","mwɪ̀bwɪ̌ːlə̀ɪ́ntsɪ̌ / bʊ́nǐːbʊ́bɪ́ːlə̀ɪ́ntsɪ̌ː","mwɪ̀bwɪ̌ːlə̀ɪ́ntɪ̌ / bʊ́nǐːbʊ́bɪ́ːlə̀ɪ́ntɪ̌ː","nòːʊ̀bàhá / bànêbàbàhá","ø / ø","mābōh / mbɛ̂bə́bóh","màbɔ̌ːɣ~màtsɔ́ː / mbɛ́bə́bɔ́~mbɛ̀tsɔ́",NULL,NULL,"mbòːmò / mbɛ̀ːbòbǒː","mòbòŋgó / mbɛ̀bóbòbóŋgó",NULL,NULL,"ʊ̀nɛ̀ʊ̀bàlə́ / bə́nɛ̂bə̀bàlə́ ","ʊ̀nɛ̀ʊ̀bàlə́ / bə̀nɛ̂bə̀bálə́",NULL,NULL,"kə́yáːkə̀bàlə́ ~nø̀nø̀ɪ̀bàlə́ / bə́no᷇bə̀bàlə̀kə̀yá ","ʊ̀nòʊ̀βáː ~ʊ̀nòbáː / bɛ́no᷇bɛ̄bǎː ~bɛ̀no᷇bɛ̄βáː"
"30","stingy man",NULL,NULL,"ʊ̀nʊ̀ɲàmó / ánáɲàmàtʃí","ʊ̀nòɲàmmó / bə́nâːɲàmmó",NULL,NULL,"ɲə́mə́ŋʊ̀dzʊ̀ŋ / ə̀bə̀ɲə́mə́ŋʊ̀dzʊ̀ŋ","ŋʊ̀ɲə́mə́ / ànìáɲə́mə́",NULL,NULL,NULL,NULL,"mgbɪ̀ɲə̀mtə́ / ø ","mgbɪ̀ːtánákɛ̂sə̀ / ø",NULL,NULL,"nə́m / bə̀nə́mnə́ ~ nə̂m","ŋmə̀wə́nə̌m / ŋmɪ̀mbə́nə́mnə́nə́",NULL,NULL,NULL,NULL,NULL,NULL,"wùmʊ̂ː / ɣɪ̂ːmʊ᷇ːɣə́","ø / ø","mwɪ̀ʊ́ɲə́mtə́ / bʊ̀nǐbʊ́ɲə́mtə́","mwɪ̀ʊ́ɲə́mtə́ / bʊ̀nǐbʊ́ɲə́mtə́","nùːɲàmnə́ / bànɛ̂bàɲàmnə́","nōɲámnə́ / bànɛ᷇ːbàɲámnə́","māɲə́m / mbɛ̂ɲə́m","ø",NULL,NULL,"mòɲə́m / mbɛ̀ːɲə́m","mòɲə́m / mbɛ̀ːɲə́m",NULL,NULL,"ø / ø ","ʊ̀nɛ̀ʊ̀ɲàmə́ / bə̀nɛ̂bɛ̀nɲàmə́",NULL,NULL,"ɪ́nōɪ́ɲámə́ ~ʊ́nóʊ̀ɲàmə́ / bə́no᷇bə̀ɲàmə́ ~bə̀no᷇bə̀ɲàmə́","ʊ̀nòːɲàmó / bɛ̀nôːbɛ̀ɲàmó"
